Overall CEFR rating,Learner text,Filename
C1,"Man kann es nicht ablehnen, dass die deutsche Sprache von weniger Menschen in der Welt gesprochen ist als die englische, spanische oder französische Sprache. Ob diese Wahrheit Deutschlernen relativ inattraktiver macht ist aber ein anderes Thema.",1031_0002040.txt
A2,"Liebe Ingo,                                          06.03.2012",1071_0024803.txt
B2,"Maria Müller                                 Stadt X, den 07.07.2010",1023_0103837.txt
B1,"Liebe Eva,                                                   12.03.2012",1091_0000237.txt
A2,Liebe Daniela,1071_0248314.txt
B2,Maria Meier,1023_0109890.txt
B1,Liebe Julia                                                      24.10.2012,1091_0000268.txt
A2,Hallo Liebe Daniela.,1071_0248344.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_055.txt
B1,Maria Winkelmann                                          03.10.2011 Stadt X,1023_0109518.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_24.txt
A1,MORGEN,1071_0248340.txt
B1,"Stadt X, 17.4",1061_0120453.txt
A2,"Hallo Daniela,",1071_0024816.txt
B2,Hallo liebe Julia.,1091_0000022.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_35.txt
B1,"Liebe Susana,",1061_1202919.txt
A2,Liebe Daniela                         30.05-2012,1071_0248312.txt
B2,Maria Müller,1023_0109716.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_076.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_045.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_061.txt
A1,Stadt X 26.04.2012,1071_0024776.txt
B2,Julia Müller,1023_0108933.txt
A2,"Lieber Jens,",1071_0243581.txt
B1,Stadt X 13.3.2012,1061_0120428.txt
B1,"Lieber Michael,",1061_0120459.txt
B2,Eva Meier,1023_0109505.txt
A1,"Lieber Ingo,",1071_0024769.txt
B1,Julia Meier,1023_0109399.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_069.txt
B2,"Stadt X, 8.3.12.",1061_0120481.txt
B2,"Eine Wohnung oder ein Haus ist wichtig für jede Person in der Welt, weil wir es bauchen. Früher waren die Wohnugnspreisen günstiger als heute. Ich lsebe in einer kleinen Stadt neben Stadt X. Diese Stadt hat ca. 10000 Einwohner. Die Leute in meiner Stadt  wohnen nicht nur in den Wohnungen, sonder auch in den Häusern. Unser Wohnmarkt ist nicht groß. Wir haben keine viele Möglichkeiten, etwas so Interessantes zu mieten oder kaufen. In meiner Stadt ist es wichtig, dass wir eine Wohnung oder ein Haus haben. Es gibt aber Unterschied, ob wir eine Wohnstelle im Zentrum kaufen wollen oder  an der Periferie. Wenn jemand  eine Wohnung im Zentrum kaufen wollte, muss er 2000 € pro 1 m² zahlen. Das bedeutet, dass die Wohnungen in meiner Stadt sehr teuer sind. Ich würde allen vorschlagen, dass sich ein Haus neben der Stadt versuchen zu kaufen. Ich denke, dass  solch ein Haus weniger kostet und sie haben ein Garten,  wo ihre Kinder spielen können. Es gibt noch einen Vorteil: Die Luft ist frich. Wenn  jemand eine Wohnung oder eine Haus mieten möchte, ist die Situation hier  unterschiedlich. Um eine Wohnung im Zentrum zu mieten, muss man ca. 200 € pro Monat ausgeben. Ich finde es für günstig, wenn sie hier ein Jahr planen zu bleiben. Wenn Sie einen Wunsch haben, mehr als ein Jahr in dieser Stadt stehen zu bleiben, schlage ich ihren vor, dass sie ein Haus am Land in der Nähe von meiner Stadt versuchen zu kaufen. Dieser Vorschlag ist nicht schlecht, weil es gibt viele Häuser, am Dorf, die Leute verkaufen wollen. Sie hatten keine Kinder und leben jetzt in der Stadt. Deswegen wollen sie ihr Haus verkaufen.",1031_0003161.txt
B2,"Maria Meier, Bahnhofsstraße 6, 12345 Stadt X",1023_0104209.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_033.txt
B1,"Meiner Meinung nach es ist, dass Jedes Land ihre traditionen behalten muss. Es ist wichtig, dass Jeder ihre Traditionen zeigen kann. Ich glaube, dass wenn Jemand ins Ausland geht, dann kann man die Traditionen immer noch machen und zeigen. Aber ich finde es wichtig, dass die Personen ihre Traditionen nicht lassen müssen aber ich finde auch gut, wenn eine Person in ander Land geht, dann die Traditionen von diesem Land Respektiere sowie übungen.",1031_0001951.txt
B2,Julia Meier,1023_0107727.txt
A2,Stadt X 27.02.12,1061_0120291.txt
B1,Stadt X 13.02.2012,1061_0120490.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_006.txt
B1,"Stadt X, 08.03.2012",1061_0120488.txt
A1,Lieber Grüße                                     Stadt X 26-04-12,1071_0024774.txt
B2,Julia Winkelmann,1023_0108815.txt
B1,"Liber Michael,",1091_0000113.txt
B2,"Man solltet sich an das Gastland orientieren. Also wen ich persönlich in einen Fremden Land auswanderen oder nur reise, dann orientiere mich an die neue und fremde Kultur. So kan man sich einpassen. Es ist wie wen Ausländer hier in die Schweiz kommen, sie müssen sich auch an uns anpassen. Wie überal gibt es regeln und man muss sie follgen. Religiös ist etwas anderen, wen ich Katolisch geboren bin dann bleibe ich es auch aber ich baue keine Kirchen in einem Musulmanischen Land. Es ist haber für mich kein problem wen man sein Religion follgt, es ist auch für mich egal wen sich Frauen hier in die Schweiz mit Kopftücher nach draussen gehen. Wen ich selber in einen anderen Land gehe, passe ich mich an die Kultur an aber nicht an die Religion. Sich an die Kultur anpassen heisst es nach meinen Meinung, an die Relgel wie auch an das Regierung anordnen. Es heisst aber auch sich unter die Population klar kommen und die Sprache solltet man auch beherschen.",1031_0002195.txt
B2,Tobias Meier,1023_0109392.txt
A2,Sr. Maria Katharina,1091_0000213.txt
B1,12.3.12,1091_0000219.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_099.txt
B2,Stefan Schmidt,1023_0108955.txt
A2,Wohnungsamt                  Stadt X 10.03.2012,1091_0000203.txt
B2,"Ich möche über das Thema „Ist es Deutschlernen sinnvoll?"" paar Zeilen schreiben. Meiner Meinung nach ist es sehr wichtig Deutsch zu lernen, wenn man in einem deutschsprechenden Land lebt, wenn man mit deutschsprechenden Personen arbeitet, oder viel reist.",1031_0003173.txt
A2,Stadt X 5./3/2012,1061_0120404.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_054.txt
A2,Stadt X 04.01.2012,1091_0000035.txt
B1,"Stadt X, 10.3.12",1091_0000191.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_097.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_092.txt
B1,"Stadt X, den 12.03.12",1061_0120857.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_30.txt
B1,"Lieber Ingo,                                 29.05.2012",1071_0248330.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_13.txt
A2,"Lieber Ingo,",1071_0243591.txt
A2,"Liebe Daniela,",1071_0248301.txt
A2,Hallo Dolly!!,1071_0024826.txt
B2,"Lieber Silke,",1061_0120367.txt
B2,"Wegen guter Möglichkeiten und guter Chancen, um eine Karriere in Stadt X zu machen, kommen Ausländer gerade zu dieser Stadt.",1031_0003072.txt
A2,Libe Silke.,1061_0120348.txt
B2,"Patriotismus ist ein sehr starkes Gefühl dass alle Menschen sicherlich kennen. In diesem Artikel geht es um folgendes Problem ob im Ausland die Traditionen seines Heimatland fortzusetzen, oder im Gengensatz neue Traditionen kennenlerne.",1031_0003023.txt
A2,Liebe Silke!,1061_0120309.txt
B1,Friedrich Winkelmann                            16/0111/2011,1023_0107682.txt
A2,"Deutschland, den Stefan",1061_0120391.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_024.txt
B1,"Lieber Michael,                                     Stadt X 22.02.12",1061_0120297.txt
B1,Maria Winkelmann,1023_0107725.txt
B2,"Liebe Silke, ich würde gern dich mal besuchen. Sobald ich Uhrlaub bekomme, komme ich zu dir. Silke, ich verstehe dich gut. Du schreibst, das ihr jetzt eine Katze im Haus habt. Es ist fiel Arbeit, aber auch Spaaß. Ich mag Katzen, aber habe keine Zeit mich mit ihr zu beschäftigen. Es ist wunderbar ein Tier  zum Geburtstag zu bekommen, ich wünsch mir aber lieber Parfühm. Danke, daß du dir Gedanken um mich und meine Familie machst. Uns geht es gut. Wir sind alle gesund. Das wünschen wir auch deine Familie.",1061_0120311.txt
B2,Friedrich Meier                                           22.03.2010,1023_0101752.txt
B2,"Diese Thema ist Traditionen für besonders wichtig, weil wir uns die unsere Gewohnheiten kennenlernen müssen.",1031_0003220.txt
B1,"Lieber Jens,",1071_0024881.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_28.txt
A2,"Lieber Michael,                                    Stadt X, 12.03.2012",1061_0120433.txt
B1,"Müllergasse 12,",1023_0109915.txt
B1,"Stadt X, 17.04.12",1061_0120457.txt
B2,"Stadt X, den 26.03.12",1061_0120880.txt
B2,Eva Meier,1023_0101847.txt
B1,Lieb Dana .,1061_0120275.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_32.txt
C1,Friedrich Müller,1023_0103833.txt
B2,"Ist es sinnvoll, auch im Ausland die Traditionen fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?",1031_0001949.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_092.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_023.txt
B2,"Die verschiedene Traditionen und Kulturen können zusammen leben? Es ist eine sehr große Probleme im vielen Ländern. Aber, wenn man im Ausland liebt, muss man der Gastland respektieren. Meiner Meinung nach ist es wichtig im Ausland an der Kultur des Gastlandes orientieren. Wenn man nicht orientiert, dann bekommt man viele Probleme. Zum Beispiel von den Arbeitsplatz, wo man im Ausland arbeitet. Diese Probleme und Konflikte stört mich sehr und desswegen denke ich so, dass es besser die ausländische Kultur und Traditionen respektieren. Ich weiß, dass es im Erstmal einbischen schwehr ist, aber man muss lernen. Es ist leichter unsere Traditionen im Ausland zu üben, wenn man mit ihre ganzen Familie im Ausland lebt. Alle wissen, dass es sehr viele Kulture und Traditionen gibt im Welt, aber ich glaube es ist nicht schwehr eine neue Tradition zu respektieren.",1031_0003219.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_087.txt
A2,"Stadt X,05.01.2012",1091_0000015.txt
A2,Stadt X 04.01 2012,1091_0000038.txt
B1,Stadt X 24.2.2012,1061_0120316.txt
A2,Liebe Dana,1061_0120273.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_007.txt
B2,"Maria Müller                      Stadt X, 05.03.2010",1023_0101693.txt
B1,Liebe Silke                                         Stadt X 24.02.2012,1061_0120315.txt
A2,"Stadt X, 14.03.2012",1071_0024843.txt
A1,"Lieber Jens,",1071_0024837.txt
B2,Kuba: ohne Musik und Tanz geht gar nichts,1031_0003407.txt
B1,Liebe Silke!!!,1061_0120313.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_4.txt
A2,"Hallo Ingo,",1071_0248322.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_30.txt
