Test language,CEFR level of test,Mother tongue,Overall CEFR rating,Grammatical accuracy,Orthography,Vocabulary range,Vocabulary control,Coherence/Cohesion,Sociolinguistic appropriateness,Learner text,Filename
German,C1,Russian,B2,B2,C1,C1,B2,B2,B2,"Heutzutage, in der Zeit der Globalisierung ist es zu wichtig und nötig geworden außer der Muttersprache, Englisch, im Fall wenn es keine Muttersprache ist, noch andere Sprachen zu lernen und je mehr, desto besser. Das Wissen der verschiedenen Sprachen macht die Menschen frei und gibt viele Möglichkeiten in der Welt zu kommunizieren. Englisch, Französisch, Spanisch, diese Sprachen werden weltweit von der Menschen gesprochen, aber bezüglich der deutsche Sprache gibt es eine falsche Meinung, dass die weniger „nützlich"" angesehen wird.",1031_0003310.txt
German,A1,Polish,A2,B1,B1,B1,B1,A2,A2,Hallo Ingo.,1071_0024761.txt
German,B2,other,B2,B2,C2,B2,C1,B2,B2,"Maria Meier                                           Stadt X, den . 8.10.2011",1023_0109527.txt
German,C1,Turkish,B2,C1,C2,C1,B2,B2,B2,"Sehr geehrte Frau ---,",1031_0003121.txt
German,A1,not reported,A2,A2,B1,A2,A2,A2,A2,"Liebe Daniela,",1071_0243623.txt
German,B2,French,B2,B2,C2,B2,B2,B2,C1,Michael Meier,1023_0108752.txt
German,B2,Spanish,B2,B1,B2,B2,B1,B2,B2,Julia Müller,1023_0109249.txt
German,A2,not reported,A2,B1,B2,B1,B1,B1,A2,Hallo Frau Müller                                         Stadt X 06-01-2012,1091_0000069.txt
German,C1,other,C1,C1,C1,C1,C1,C1,C1,"Gutentag. Aber das ist ja ein interessantes Thema! Jeder formuliert auf diesem Internetforum jedoch schnell eine Pauschal. Meinung. Aber stützen diese auf eigenen Erfahrungen? Ich bin in 2006 von der Niederlande in der Schweiz gezogen und darum glaube ich, ich kann einiges zu dieser Diskusion beitragen. Erstens müss man als Ausländer bewusst sein, dass man hier zu Gast ist. Nicht nur das Lernen der Sprache ist eine absolute Bedingung, sondern auch das Interesse zeigen in der neuen Kultur mit seinen Gepflogenheiten. Die Einwanderung hält die Gesellschaft immer wieder einen Spiegel vor. Was sind die Werte einer Gesellschaft? So muss sich die Gesellschaft sich immer wieder neu definieren. Das macht eine Gesellschaft dynamisch. Darüberhinaus hat die Einwanderung der Schweiz einen wirtschaftlichen Aufschwung ermöglicht.",1031_0003088.txt
German,B2,Polish,B2,B2,B2,B2,B2,B2,B2,"Maria Müller                                   Stadt X, den 07.07.2010.",1023_0103830.txt
German,B1,not reported,B1,B1,B1,B1,B1,B1,A2,Stadt X den 05.03.2012,1061_0120415.txt
German,C1,Spanish,B2,B2,B2,C1,B2,C1,C1,Die Wohnungsmarkt in Stadt X,1031_0003387.txt
German,B1,not reported,B2,B2,C1,B2,B2,C1,B2,"Stadt X, 5. März",1061_0120411.txt
German,B2,Polish,B2,B2,B2,B2,B2,B2,B2,"Stadt X, 9.07.2011",1023_0108305.txt
German,A1,Russian,A2,A2,B1,A2,A2,A2,A2,Liebe Ingo!,1071_0024703.txt
German,C1,Italian,B2,B2,B2,C1,B2,B2,B2,"Im Vergleich zu den oben genannten Sprachen Klingt Deutsche auf Anhieb härter und schwieriger. Sobald man sich mit ihm beschäftigt kann man daraufhin feststellen, dass es viele Regeln gibt, die man nur auswendig gut lernen kann, Trotz dieser Nachteilen finde ich es sehr vorteilhaft das Deutschlernen. Sobald man sich an der Aussprachen und an einer sehr strukturierten Grammatik gewöhnt hat, bekommt man auch dabei den Vorsprung, eine neue und gewissenhafte Einstellung anzunehmen.",1031_0003190.txt
German,B1,Spanish,B1,B1,B1,B1,B1,B1,B1,"Bonn, den 27 den Februar den 2012",1061_0120376.txt
German,A2,Portuguese,A1,B1,B1,B1,A2,B1,B1,Stadt X 13.03.2012,1091_0000253.txt
German,C1,other,B2,B2,B2,B2,B2,B2,B2,"Das Unternehmen, hier in Stadt X ist sehr begabt. Wir haben viele Ausländische Fachkräfte, die sich bewerben möchten. Unser Wohnungsmarkt wird sicherlich zu ihnen passen. Es gibt viele verschiedliche Orte, in denen man Leben kann. Ob es die Innenstadt oder etwas weiter vom Centrum ist, ist egal. Wir finnden für Sie die passende Wohnung in der Sie und ihre Familie friedlich und schön Leben könnt. Die biligeren Wohnungen sind natürlich weit vom Centrum der Stadt entfernt. Die teueren sind hingegen im Centrum oder an einem besonderen Ort in der Stadt. Zusammenfassend kann man sagen, das nur einen Unterschied bei den Preißen gibt. Sonst, ist die Lebensqualität gleich. Die Wohnungen außerhalb des Centrums sind auch ein bisschen kleiner, aber sie haben den Vorteil weil, sie einen Garten haben, ihre ruhe, nicht ständig die Geräusche von PKW-s oder S-Bahn.",1031_0003144.txt
German,A1,Russian,A1,A1,A2,A1,A1,A1,A1,Hallo Alex.,1071_0024852.txt
German,A1,Turkish,A2,A2,A2,A2,A2,A1,A2,"Lieber Jens,",1071_0024766.txt
German,C1,Turkish,B2,B2,B2,C1,B2,C1,C1,Wohnungsmarkt in Ankara,1031_0003126.txt
German,B2,English,B1,B1,B2,B1,B1,B1,B1,Eva Winkelmann,1023_0101848.txt
German,A1,Russian,B1,B1,B2,B1,B1,B1,B1,"Liebe Daniela,",1071_0248307.txt
German,B2,other,B1,B1,B2,B2,B1,B2,B2,Julia Müller Schmidt                      10 Juni 2011,1023_0109520.txt
German,B1,Spanish,B1,B1,B2,B1,B1,B1,B1,"Stadt X, den 5 märz.",1061_0120410.txt
German,A1,Russian,A1,A2,A2,A1,A1,A1,A2,"Liebe Ingo,",1071_0024798.txt
German,A1,English,B1,B1,B1,B1,B1,A2,B1,"Lieber Jens,",1071_0024865.txt
German,B2,Russian,B2,B1,C1,B2,B2,B1,B2,"MosGU Student                                        Stadt X, den 01.04.2010",1023_0102117.txt
German,B1,not reported,B2,B2,C1,B1,B2,B1,B2,"Stadt X, den 5.03.12",1061_0120403.txt
German,A2,not reported,B1,B2,B2,B1,B2,B2,B2,"Stadt X, 05.01.2012",1091_0000010.txt
German,A1,Russian,A2,B1,B2,A2,A2,A2,B1,"Liber Ingo,",1071_0248321.txt
German,C1,other,B1,B1,B2,B2,B1,B1,B1,Einen Bericht über den Wohnungsmarkt in Stadt X,1031_0003391.txt
German,B2,other,B2,B1,C1,B2,B2,B2,B2,Au-pair-Agentur Schultz und Partner,1023_0108510.txt
German,C1,Turkish,C1,C1,C2,C1,C1,C1,C1,"In Stadt X wohnen etwa 2 Millionen Menschen, hauptsachlich in Wohnungen, aber es gibt natürlich auch viele Wohnhäuser. In einer so großen Stadt kann jeder die für sich am besten geeignete Wohnumgebung finden. Die Durchschnittfamilien leben meistens in eigenen Wohnen oder Häusern, obwohl es gar nicht einfach ist, den Kaufpreis zu sammeln und bezahlen. In den letzten zehn Jahren erhöhten sich die Wohnungs- und Hauspreisen und fast alle müssen einen Kredit aufnehmen, ihre Träume erfüllen zu können. Einzelpersonen, die noch keine Familie begründet haben, wählen allerdings oft die Mietwohnungen. Diese haben auch Vorteile; es bringt Flexibilität, wenn man irgendwann umziehen kann. Außerdem muss man die vorgegebenfällige Reparaturkosten nicht selbst bezahlen.",1031_0003013.txt
German,A2,not reported,B1,A2,B1,B1,B1,B1,A2,Stadt X 05.01.012,1091_0000011.txt
German,A1,English,A2,A2,A2,A2,A2,A2,A1,"Daniela,",1071_0024814.txt
German,A1,Russian,A2,A2,B1,B1,A2,A2,B1,"Lieber Jens,",1071_0024847.txt
German,B1,Turkish,A2,A1,A2,A2,A2,A1,A2,Stadt X 22.02.2012,1061_0120303.txt
German,A2,Italian,B1,A2,B1,B1,A2,B1,B1,25.05.2022,1091_0000252.txt
German,C1,Spanish,B2,B1,C2,B2,B2,B2,B2,"Ich denke, dass man ihre Traditionen behalten muss. Es ist wichtig, die Kultur und Traditionen fortzusetzen.",1031_0003336.txt
German,B2,other,B1,A2,B2,B1,B1,A2,B1,Maria Meier,1023_0107784.txt
German,C1,French,B2,B2,C1,B2,B2,C1,B2,"Heutzutage sind Sprachkenntnisse sehr wichtig geworden und oft die Voraussetzung um ein Arbeit zu finden, somit können wir festellen, dass mehr und mehr Sprache in der Schule erlenen werden. Vor diesem Hintergrund stellt sich die Frage, ob es sinvoll oder nicht Deutsch zu lernen.",1031_0003274.txt
German,B2,Czech,B2,B2,C1,B2,B2,B2,B2,"Maria Schmidt                           Stadt X, 25 August 2011",1023_0109039.txt
German,A2,Italian,B1,A2,B1,B1,B1,B1,A2,BETREFF. Hilfe für Waldi,1091_0000223.txt
German,B2,other,B2,B2,B2,B2,B2,B2,B2,Maria Meier                  Stadt X den 10 Sept. 2003,1023_0109522.txt
German,B1,Spanish,B1,A2,B2,B1,B1,B1,B1,"Stadt X, 08.03.2012",1061_0120484.txt
German,A2,not reported,A2,B1,B2,B2,B2,B2,B2,Sehr geeherte Damen-Herren.,1091_0000078.txt
German,C1,Russian,B2,B2,B2,C1,C1,B2,B2,"Meiner Meinung nach spielt die Möglichkeit, schnell und einen guten Wohnplatz zu finden, für die ausländische Fachkräfte sehr große Rolle. Der Wohnungsmarkt in meiner Stadt sehr gut entwickelt. Außerdem gibt es zahlreiche verschiedenen Mobilien, die um Suche der Wohnung oder des Hauses helfen. Aber es ist sehr wichtig, zuerst zu entscheiden, welche Wohnung oder welches Haus Sie haben wollen. Darüber hinaus ist sehr wichtig, alle eigene Möglichkeiten und alle Wünsche zu akzeptieren.",1031_0003054.txt
German,B2,French,B2,B2,B2,B2,B1,B2,B2,Schmidt Tobias,1023_0108888.txt
German,A2,Arabic,B1,B1,B1,B1,B1,B1,B1,Liebe Julia.                               Stadt X .05.01.2012,1091_0000003.txt
German,B2,other,B2,B2,C1,B2,B1,B2,B2,"Michael Meier                      2011, October 8, Stadt X",1023_0109524.txt
German,A2,not reported,A2,B1,B2,B1,B1,B1,B2,Liebe Eva.                                12.3.2012,1091_0000218.txt
German,B2,Polish,B2,B2,C1,B2,B2,B2,C1,Katharina Schmidt,1023_0103840.txt
German,B1,Russian,B1,B1,B1,B1,B1,A2,B1,"Stadt X, den 27.02.12",1061_1202916.txt
German,B2,Polish,B2,B2,C2,B2,C2,B2,B2,Meier Maria,1023_0103841.txt
German,A2,not reported,B1,B1,B1,B1,B1,B1,B1,Betreuen meines Hundes.,1091_0000161.txt
German,B1,Portuguese,B1,B1,B2,B1,B1,B1,B1,"Stadt X, 08.03.2012",1061_0120480.txt
German,A1,not reported,A1,A2,A2,A1,A1,A1,A1,"Hallo ingo,",1071_0248328.txt
German,C1,other,C1,C1,C1,C1,C2,C2,C1,Und freitags gibt es Couscous,1031_0003409.txt
German,C1,French,B2,B1,C1,B2,B2,B2,B2,"Kultur, Traditionnen und Ausland.",1031_0003170.txt
German,A2,not reported,A2,B1,B1,B1,B1,A2,A2,Stadt X 13-3-2012,1091_0000264.txt
German,A2,not reported,A2,A2,B1,A2,B1,A2,A2,Stadt X 06.01.012,1091_0000064.txt
German,A1,Russian,A2,A2,B2,A2,A2,A2,A2,"Stadt X, 08.03.2012",1071_0024879.txt
German,B1,Arabic,A2,A2,B1,A2,A2,B1,A2,Lieber Michael                                  Stadt X-8-1.-,1061_0120890.txt
German,A2,Turkish,B1,A2,B1,A2,A2,A2,A2,12.3.2012,1091_0000220.txt
German,A1,not reported,A2,A2,A2,A2,A1,A1,A2,"Hallo, wie geht´s?",1071_0024812.txt
German,C1,other,B2,C1,B2,C1,B2,C1,C1,"Ich komme aus einem Land nicht weit weg von Deutschland entfernt ist und Deutsch wird bei uns in der Schulen unterrichtet, doch das ist nicht die einzige begründung warum ich Deutschlernen für sinnvoll halte. Deutschlad als Witschaftsland zieht formlich erfolgshungrige Ausländer an, um efolg zu haben ist Komunikations vähigkeit sehr gefragt. Natürlich sind auch andere Weltsprachen gefragt aber ich möchte nicht zu weit von der Familie entfärnt sein. Nicht nur die Wirtschaftsstärke sondern auch die Lebensart und Freichheit treiben mein wille nach mehr voran. Der Wohlstand und Erfolg sind zu greiffen nah, das einzige was man dafür tun soll ist Deutsch zu lernen. Meine ganze Verwandschaft lebt in Deutschsprachigen Ländern, vielleicht hat es auch mit dem etwas zu tun das diese Sprache für mich wichtig ist. Ich baue mein Leben jetzt hier auf und meine Kinder werden Deutsch nicht als Fremdsprache haben, da muss ich zu Hause doch noch mithalten können. Also eigentlich ist Deutsch bestandteil meines Lebens geworden und ich halte es für mehr als sinnvoll zu lernen.",1031_0003174.txt
German,C1,Hungarian,B1,B1,B2,B2,B1,B2,B2,"Viele Artikel kann man über die Integration in der Zeitung lesen, aber hier kann diese Thema aus einem anderen Aspekt beleuchtet werden. Ich helfe Ihnen eine Entscheidung treffen, ob Sie integrieren sollten oder Ihre Traditionen weiterbringen sollten. Erstesmal: muss die Jahrgruppe geschätzt werden. Gemäß den ältere Generation können die Jungen sich in Ausland besser integrieren lassen. Weitergehend muss unsere Pläne überlegen. Je mehr Zeit möchten verbringen werden desto nötiger ist die Integration.",1031_0003240.txt
German,A1,not reported,A2,A1,A2,A2,A2,A2,A2,Lieber Ingo                                    16.03.2012,1071_0024808.txt
German,B1,English,A2,A2,B1,A2,A2,A2,A2,28/2/2012,1061_0120358.txt
German,B1,Russian,B2,B2,C1,B1,B2,B1,B2,"Stadt X, den 23.03.2012",1061_0120306.txt
German,A2,Turkish,B1,B1,B1,B1,A2,B1,A2,Michael Müller,1091_0000215.txt
German,A1,Turkish,A1,A1,A2,A1,A1,A1,A2,"Lieber Jens,",1071_0024765.txt
German,B1,Spanish,B1,B1,B2,B1,B1,B1,B1,"Lieber Michael,",1061_0120495.txt
German,B2,Russian,B2,B2,B2,B2,C1,C1,B2,"Stadt X, den 05.03.2010",1023_0101691.txt
German,B2,not reported,C1,C1,C1,C1,C1,C1,C1,Friedrich Schmidt,1023_0101846.txt
German,C1,Hungarian,B2,B2,B2,B2,B2,B2,B1,"Hallo liebe Forumleser,",1031_0003234.txt
German,C1,other,B1,B1,B2,B2,B1,B2,B2,"Liebe zuküntige Kollege,",1031_0003352.txt
German,A2,not reported,A2,A2,A2,A2,A2,A2,A2,"Frankfurt Rundschau                                      Stadt X, 10.03.12",1091_0000206.txt
German,C1,Hungarian,B1,B1,-1,B2,B2,B2,B1,Hallo,1031_0003228.txt
German,A1,Portuguese,A1,A1,A2,A1,A1,A1,A2,Hallo Jens!,1071_0024854.txt
German,B1,not reported,B2,B2,B2,B2,B2,B2,B2,"Stadt X, den 5.03.2012",1061_0120407.txt
German,A1,Spanish,B1,A2,B2,B1,A2,B1,B1,"Lieber Jens,                             Stadt X, 08.03.2012",1071_0024867.txt
German,A2,Arabic,A2,A1,A2,A2,A1,A1,A2,19.01.12,1091_0000151.txt
German,A1,English,A1,A1,A1,A2,A1,A1,A1,Stadt X 26.4.12,1071_0024778.txt
German,B1,not reported,A2,B1,B1,B1,A2,B1,A2,STADT X 04 17,1061_0120439.txt
German,C1,Portuguese,B2,B2,B2,B2,B2,B2,B2,"Stadt X, ist eine große Stadt im Südbrasilien, wo man die möglichkeit hat, sich zu entscheiden, ob man im Zentrum, nebens Meer, oder neben der Universität wohnen möchtet.",1031_0003042.txt
German,B2,English,B2,B2,B2,B2,C1,B2,B2,Frau Maria Meier                                     9.3.11,1023_0107042.txt
German,B1,Russian,A1,A1,A2,A1,A1,A2,A1,"Lieber Michael,",1061_0120443.txt
German,C1,French,B2,B2,B2,C1,C1,C1,C1,"Einleitend möchte ich zur Kenntnis bringen, dass immer mehr Einzelner im Ausland leben. Der folgende Text beschäftigt sich mit der Frage „Sollten diese Ausländer ihre eigenen Traditionen fortsetzen oder an der Kultur des Gastlandes orientieren?""",1031_0003314.txt
German,B2,Russian,B2,B2,C1,B2,B2,B2,B2,Meier Katharina                           603.2010.,1023_0101675.txt
German,A1,Spanish,A2,A2,A2,A2,A2,A1,A2,Meine Lieber Ingo:,1071_0024768.txt
German,C1,other,B1,B1,B1,B2,B1,B2,B1,"Meinem Thema lautet ""Is es sinnvoll, auch im Ausland die seines Haimatlands fortzusetzen."" Ich finde, dass Thema sehr Interessant, weil es sehr wichtiges Punkt in Europa geworden ist.",1031_0003091.txt
German,B1,not reported,B1,A2,B2,B1,B1,B1,B1,"Stadt X, 27 März",1061_0120884.txt
German,C1,French,C1,B2,C1,C1,B2,C1,B2,Liebe zukünftigen Kollegen,1031_0003136.txt
German,B1,not reported,B1,A2,B2,B1,B1,B1,B1,"Stadt X, den 27.02.2012",1061_0120288.txt
German,C1,Hungarian,C1,C1,C2,C1,C1,C1,C1,"Das Thema „Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?“ finde ich sehr interessant. Meiner Meinung nach ist die Antwort eindeutig: man sollte sowohl seine Traditionen fortsetzen als auch sich ander andere, fremden Kultur orientieren. Beides ist wichtig und nötig.",1031_0003358.txt
German,B2,Russian,B2,C1,C1,B2,C2,B2,B2,M. Meier,1023_0001416.txt
German,B1,not reported,B1,B1,C1,B1,B2,B1,B1,"Lieber Michael,",1061_0120438.txt
German,B1,Arabic,B1,B1,B2,B1,A2,B1,B1,"Stadt X, 28.02.2012",1061_1029115.txt
German,B2,not reported,B1,B1,B2,B2,B1,B1,B1,Maria Schmidt,1023_0101906.txt
German,B2,other,B1,B2,B2,B2,B1,B2,B1,Müller Friedrich                     An: Au-Pair-Agentur Schultz und,1023_0109590.txt
German,A2,not reported,A1,A1,A2,A1,A1,A1,A2,"Hallo Julia,",1091_0000014.txt
German,A2,Russian,B1,A2,B1,B1,A2,B1,B1,Sehr geehrte Damen und Herren!,1091_0000045.txt
German,C1,Spanish,B2,B2,B2,C1,B2,B2,B2,"Der Wohnungsmarkt ist heute ein Thema das in Betracht gezogen muss. Die Wohnungspreise sind in Spanien sehr stark gesunken. Das Mieten oder Kaufen von Wohnungen heutzutage ist nicht vergleichbar mit früheren Jahren. In Spanien leben die Familien normalerweise in einem gekaufte Haus. Man muss am anfang eine große Menge Geld ausgeben und lange Zeit hingegen bezahlen, allergings spricht für uns Spanier die beste Wahl. Die Mieten sind dagegen sehr teuer. Die Leute die nach Spanien ziehen möchten, sollten auf einige Hinweise achten. Je nachdem, ob einzelpersonen oder Familien nach Spanien auswandern, gibt es verschiedene Möglichkeiten. Zum einen, sind die Wohnungenpreise teuere als andere Städte in Europa und auch, es komt darauf an, wo in Spanien. Und das ist jetzt das Problem. Unsere. Unternehmen hat ihre Sitzt in Stadt X. Es ist einen großen Schattenseite.",1031_0003078.txt
German,B2,other,B1,B1,B2,B2,B1,B1,B1,Frau Maria Meier,1023_0109721.txt
German,B1,Arabic,A2,A2,A2,A2,A2,A2,A2,28/02/2012,1061_0120352.txt
German,A1,not reported,A2,A2,A2,A2,A2,A2,A2,Leber Daniela                                       01.06.2012,1071_0248347.txt
German,B2,Arabic,B2,B2,B2,B2,B2,B2,B2,Friedrich Schmidt                                 24-9-11,1023_0109400.txt
German,B2,Spanish,B1,B1,C1,B2,B1,B2,B1,Au-pair-Agentur Schultz & partner,1023_0108753.txt
German,A2,Russian,B1,B1,B2,B1,B1,B1,B2,"Liebe Julia,",1091_0000017.txt
German,C1,Polish,C1,C1,C1,C1,C1,C1,C1,Wohnungsmarkt in Stadt X,1031_0003048.txt
German,C1,other,B1,B1,B2,B2,B2,B1,B1,Wohnungsmarkt in mein Stadt.,1031_0003166.txt
German,B1,Russian,A1,0,A1,0,0,0,0,Lieber Michael,1061_0120295.txt
German,B2,other,B1,B1,B2,B2,B2,B1,B2,Müller Eva Maria,1023_0107773.txt
German,A1,not reported,A2,A1,A1,A2,A1,A2,A2,Lieber Jens,1071_0024846.txt
German,B1,Spanish,B1,B1,B2,B2,B1,B2,B2,Stadt X denn 27.02.2012,1061_0120374.txt
German,A2,Russian,B1,B1,B2,B1,B1,B1,B2,"Stadt X, dem 05.januar 2012",1091_0000018.txt
German,B2,French,B1,B1,B2,B2,B1,B2,B2,"Stadt X, den 12. August 2011",1023_0108932.txt
German,A1,Spanish,A2,A2,B1,A2,A2,A2,A2,"Lieber Ingo,",1071_0024712.txt
German,C1,Spanish,B2,B2,B2,B2,B2,B2,B2,"Nach meiner Meinung ist es heutezutage sehr wichtig Deutsch zu lernen, weil die „goldene Banane"" von Europa sich dort befindet: Die goldene Banane sind die industrializierten Länder von Europa. In dieser goldenen Banane teilen Länder, wie Deutschland, Österreich, die Schweiz, Nord-Italien, Frankreich und einige Haupstäte von Spanien (Madrid und Barcelona), mit. Jetz gehe ich zum Thema. Warum ist es sehr wichtig? In diesem Gebiet befindet sich die hauptwirtschäftliche Handlungen Europas. Das bedeutet, dass es dort viele Arbeitsplätze gibt und wer sich eine gute proffesionelle Karriere wünscht, muss man das verscuchen zu erreichen. Wegendem finde ich, dass Deutsch, als Fremdsprache zu beherschen, sinnvoll ist. Auch gibt es andere Gründen, um Deutsch zu lernen. Zum Beispiel ist dort die Lebensqualität höher als in den nicht gennanten Ländern.",1031_0003172.txt
German,A2,Russian,A2,B1,B2,B1,B1,B1,B2,"Ich habe HausTiren, eine Kätze Sie ist wonnen in Haus.",1091_0000225.txt
German,B1,Russian,A2,A2,B1,A2,A2,A2,A2,Libe Silke!                      24.02.2002.,1061_0120312.txt
German,A1,not reported,A2,A2,A2,A2,A2,A2,A2,"Stadt X, 26.04.12",1071_0024773.txt
German,A1,not reported,A2,A1,A2,A2,A2,A1,A1,"Hallo Ingo,",1071_0024687.txt
German,B2,other,B2,B2,B2,B2,B2,B2,B2,Michael Meier,1023_0108650.txt
German,B2,Hungarian,B2,B2,B2,B2,B2,B2,B2,Julia Meier,1023_0101893.txt
German,B1,French,B1,B1,B2,B1,B1,B1,B2,"Stadt X, 12.3.2012",1061_0120343.txt
German,A2,Turkish,A2,A2,B1,B1,A2,B1,A2,"Stadt X, 13.3.2012",1091_0000250.txt
German,B2,Polish,B1,B1,B2,B2,B1,B1,B1,Katharina Müller,1023_0101853.txt
German,A2,not reported,B1,A2,B1,A2,A2,A2,A2,Liebe Maria,1091_0000056.txt
German,B1,not reported,B2,B2,C1,B2,B2,B2,B2,"Stadt X, 17.04.2012",1061_0120458.txt
German,C1,other,B2,B2,B2,B2,B2,B2,B2,"Englisch ist allerdings weltweit als Zweite Sprache gesprochende Sprache. Sie ist einfach zu lernen und nicht so schwer auszuüben. Wenn man Englische Kentnisse hat, bekommt man mehr Chancen auf Arbeitsmarkt. Englisch ist Kommunikationsprache in nicht Englisch gesprochende Länder. Vergleichen dazu, Spanisch und Französisch sind in Schwelenländer gesprochen. Wenn man Spanisch als Muttersprache hat, spricht man nicht so fließende Englisch. Viele Spanisch oder französisch sprechende Länder sind beliebt als Urlaubs Ort auch.",1031_0003206.txt
German,A1,not reported,A2,A2,B1,A2,A2,A2,A2,"Liebe Anna,",1071_0242021.txt
German,B2,Hungarian,C1,B2,C1,C1,C1,C1,C1,Maria Winkelmann,1023_0101909.txt
German,C1,Hungarian,B2,B2,B2,B2,B2,B2,B1,"Ich glaube, dass es sinnvoll und unbedingt wichtig, auch im Ausland die Traditionen Heimatlands fortzusetzen. Die Traditionen gehören zu den Personalität der Menschen. Wenn ich Morgen der Praktizierung der ungarischen Traditionen aufgeben würde, würde ich nicht mehr derselbe Mann. Meiner Meinung nach wenn ein Mann oder eine Frau seine/ihre Traditionen im Ausland lebend vergessen, können sie niemals nach Hause zurückkehren, weil in diesem Fall sie ihre Nationalität vergessen würden. Gehören zu einer Volk bedeutet Gefühle und Traditionen. Wenn man die Traditionen wechselt, muss man ihre Gefühle auch ändern, um ein neues Volk zu gehören. Und ich finde, das ist einfach unmöglich Wenn man ins Ausland fährt und dort wohnt, wharscheinlich findet einige Leuten von seinem Heimat. Die Fortsetzung der Traditionen hilft diese Leuten zu finden. An Anfang es ist eine große Hilfe solche Freunden haben. Sie können Whonung oder Haus suchen und ein Leben im Ausland bauen. Und man fühlt sich auch nicht so allein. Aber es ist nicht eine gute Idee von der neuen Traditionen sich ganz einschränken. Man muss sein Platz in einem neuen Land finden. Seine Kinder müssen in diesem neuen Land in die Schule gehen  Er muss hier arbeiten. Und wen man die Traditionen eines Landes nicht weißt, kann aber diese Sachen nicht machen. Zum Beispiel wie persönlich die Kollegen miteinander sprechen.",1031_0003224.txt
German,A1,Spanish,A2,B1,B1,A2,A2,A2,A2,"Hallo Daniela,",1071_0024810.txt
German,B1,not reported,B1,B1,B2,B1,B1,B2,B1,"Stadt X, den 09.03.2012",1061_0120877.txt
German,B1,not reported,B1,A2,B2,B1,A2,B1,B1,27.02.2012.,1061_0120372.txt
German,B1,English,A2,A1,A2,A2,A1,A2,A2,21.02.2012,1061_1202911.txt
German,B1,not reported,A2,A2,B1,A2,B1,A2,B1,Stadt X 9.2.2012,1061_0120878.txt
German,B1,not reported,B1,A2,B2,B1,B1,B1,B1,"Lieber Michael,                           Stadt X.26.03.2012",1061_0120883.txt
German,A2,not reported,B1,B1,B1,B2,B2,B1,B2,"Liebe Maria,",1091_0000156.txt
German,A1,Polish,A2,A2,B1,A2,A2,A2,A2,Hallo Jens!,1071_0024855.txt
German,A1,Arabic,A2,A2,A2,A2,A2,A2,A2,Hallo Jens,1071_0024844.txt
German,A1,Chinese,A2,A2,B1,B1,A2,A2,A2,"Lieber Ingo,",1071_0024756.txt
German,B2,Russian,B2,B2,C1,B2,B2,B2,C1,Maria Meier,1023_0108422.txt
German,B2,other,B1,B1,C1,B1,B1,B1,B1,Maria Schmidt,1023_0001423.txt
German,B2,not reported,B1,B1,B1,B2,B1,B2,B1,"Müller Maria                 Stadt X, 20 März 2010",1023_0101894.txt
German,C1,French,B2,B2,B2,C1,B2,B2,B2,"In dem Stadt Stadt X ist der Wohnungsmarkt sehr unterschitlich: im Norden findet man meistens Villas und individuelle Gebäude. Also wenn man ein ruhiger und grünes Wohnungort sucht, dann ist diese Viertel merkwurdig. Die Offentlichenverkehrverbindungen sind aber nicht perfekt, deswegen ist das nötig ein Auto oder ein personnal Verkehrsmittel zu besessen. Als Nachteil gibt es auch die steigende Kriminalität. Der Burgermeister sagt, dass das aber kein Problem sei und dass sie sowieso reduziert im kommenden Jahren wird- Im Süden der Stadt siehst die Situation anders- Die Preise bleiben unter der regionalen Durchschnitt- Eine Familie mit zwei oder drei Kindern werden aber schwierigkeiten haben, um eine Wohnung zu mieten als meisten Einwohner Eigentümern sind- Die neue Straßenbahn vosichert Verbindungen mit dem Zentrum bis spät in der Nacht und die Einkaufsmöglichkeiten sind wirklig attraktiv - Fur Einzelner die in Zentrum wohnen möchten und sich eine Wohnung in der Nähe von Bars und Clubs wünschen, sollten Sie bei der Bahnhof suchen - Neue Gebäude wurden angebaut - Ein Musikfestival und die Theater und Kinos bringen Spaß und versicheren ganzes Jahr Tätigkeitmoglichkeit.",1031_0003077.txt
German,A1,not reported,B1,B1,B1,B1,B2,B1,B1,"Stadt X, 08 Marz 2011",1071_0024686.txt
German,A2,Chinese,A2,B1,A2,B1,A2,B1,B1,Lieber Ingo:,1071_0024715.txt
German,B2,not reported,B1,B1,B1,B2,B1,B1,B1,"Maria Meier                         Stadt X, 22.03.2010",1023_0101855.txt
German,A1,not reported,A2,A2,B1,A2,B1,B1,B1,Hallo Daniela!,1071_0248338.txt
German,A2,Russian,A2,B1,B2,B1,B1,B1,B2,"Stadt X, 04.01.2012",1091_0000029.txt
German,C1,Italian,B2,B2,B2,C1,C1,B2,B2,"Mit dem Thema, ob sinnvoll auch im Ausland die traditionen seines Heimatlands forsutzen ist, möchte ich mich gerne beschäftigen. Viele Leute entscheiden sich für verschiedenen Gründen ein Leben im Ausland anzufangen. Manche sind aus beruflichen Gründen oft gezwungen, anderen wollen einfach eine andere Luft einatmen und eine neue Sprache lernen zu können.",1031_0002091.txt
German,B2,Spanish,B2,B2,C1,B2,B2,B2,B2,"Eva Müller Winkelmann                       Stadt X, den 13.10.2011",1023_0109651.txt
